,Ant_time,CorrectAnswer,Fix_time,J_time,PicturePrime.ACC,PicturePrime.CRESP:,PicturePrime.DurationError,PicturePrime.OnsetDelay,PicturePrime.OnsetTime,PicturePrime.RESP:,PicturePrime.RT,PicturePrime.RTTime,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.DurationError,PictureTarget.OnsetDelay,PictureTarget.OnsetTime,PictureTarget.RESP:,PictureTarget.RT,PictureTarget.RTTime,Prime,PrimePosition,Procedure,Running,SumPrize,Target,TargetPosition,Target_time,TrialList,TrialList.Cycle,TrialList.Sample,prize,PictureTarget.RESP
0,4325,5,3695,13,1,,0,63,141313,,0,0,0,5,0,51,145940,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,280,1,1,1,10,
1,4104,5,3906,43,1,,0,37,151452,,0,0,0,5,0,5,155812,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,290,2,1,2,2,
2,4248,5,3752,32,1,,0,7,161524,,0,0,0,5,-999999,11,166034,,265,166299,bigwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,300,3,1,3,10,4
3,4119,4,3881,43,1,,0,52,171597,,0,0,1,4,-999999,23,175990,,245,176235,nowinright.bmp,right,TrialProc,TrialList,0,targetright.bmp,right,300,4,1,4,0,4
4,4113,4,3887,10,1,,0,24,181652,,0,0,0,4,-999999,13,186029,,200,186229,bigwinright.bmp,right,TrialProc,TrialList,0,targetright.bmp,right,300,5,1,5,10,5
5,4266,5,3734,46,1,,0,40,191641,,0,0,1,5,-999999,10,196168,,208,196376,nowinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,300,6,1,6,0,5
6,4050,4,3950,39,1,,0,37,201663,,0,0,0,4,-999999,9,205973,,191,206164,smallwinright.bmp,right,TrialProc,TrialList,0,targetright.bmp,right,300,7,1,7,2,5
7,4290,4,3710,25,1,,0,11,211635,,0,0,0,4,-999999,3,216179,,213,216392,nowinright.bmp,right,TrialProc,TrialList,0,targetright.bmp,right,300,8,1,8,0,5
8,4293,5,3707,17,1,,0,8,221607,,0,0,0,5,0,16,226167,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,300,9,1,9,10,
9,4146,5,3854,16,1,,0,17,231663,,0,0,1,5,-999999,13,236073,,214,236287,nowinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,300,10,1,10,0,5
10,4291,4,3709,35,1,,0,17,241635,,0,0,1,4,-999999,2,246179,,198,246377,smallwinright.bmp,right,TrialProc,TrialList,2,targetright.bmp,right,300,11,1,11,2,4
11,4406,4,3594,41,1,,0,15,251607,,0,0,0,4,-999999,3,256267,,178,256445,nowinright.bmp,right,TrialProc,TrialList,2,targetright.bmp,right,300,12,1,12,0,5
12,4369,5,3631,11,1,,0,9,261562,,0,0,0,5,-999999,7,266189,,206,266395,bigwinleft.bmp,left,TrialProc,TrialList,2,targetleft.bmp,left,300,13,1,13,10,4
13,4013,4,3987,47,1,,0,6,271518,,0,0,0,4,0,12,275794,,0,0,smallwinright.bmp,right,TrialProc,TrialList,2,targetright.bmp,right,300,14,1,14,2,
14,4408,5,3592,42,1,,0,20,281607,,0,0,1,5,-999999,2,286268,,203,286471,nowinleft.bmp,left,TrialProc,TrialList,2,targetleft.bmp,left,300,15,1,15,0,5
15,4001,5,3999,38,1,,0,7,291579,,0,0,0,5,0,7,295838,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,2,targetleft.bmp,left,300,16,1,16,2,
16,4147,4,3853,29,1,,0,12,301651,,0,0,0,4,-999999,12,306061,,193,306254,nowinright.bmp,right,TrialProc,TrialList,2,targetright.bmp,right,300,17,1,17,0,5
17,4228,5,3772,28,1,,0,4,311606,,0,0,0,5,-999999,15,316100,,232,316332,smallwinleft.bmp,left,TrialProc,TrialList,2,targetleft.bmp,left,300,18,1,18,2,4
